title,description,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasEmail,landingPage,updateFrequency,theme,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.1.downloadURL,distribution.0.size,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.format,distribution.3.downloadURL,distribution.3.title,distribution.3.format,distribution.4.downloadURL,distribution.4.title,distribution.4.format,distribution.5.downloadURL,distribution.5.title,distribution.5.format,distribution.6.downloadURL,distribution.6.title,distribution.6.format,distribution.7.downloadURL,distribution.7.title,distribution.7.format,distribution.8.downloadURL,distribution.8.title,distribution.8.format,distribution.9.downloadURL,distribution.9.title,distribution.9.format,distribution.10.downloadURL,distribution.10.title,distribution.10.format,distribution.11.downloadURL,distribution.11.title,distribution.11.format,distribution.12.downloadURL,distribution.12.title,distribution.12.format,distribution.13.downloadURL,distribution.13.title,distribution.13.format,distribution.14.downloadURL,distribution.14.title,distribution.14.format,distribution.15.downloadURL,distribution.15.title,distribution.15.format,distribution.16.downloadURL,distribution.16.title,distribution.16.format,distribution.17.downloadURL,distribution.17.title,distribution.17.format,distribution.18.downloadURL,distribution.18.title,distribution.18.format,distribution.19.downloadURL,distribution.19.title,distribution.19.format,distribution.20.downloadURL,distribution.20.title,distribution.20.format,distribution.21.downloadURL,distribution.21.title,distribution.21.format,distribution.22.downloadURL,distribution.22.title,distribution.22.format,distribution.23.downloadURL,distribution.23.title,distribution.23.format,distribution.24.downloadURL,distribution.24.title,distribution.24.format
PT014 Public transport farebox recovery rates by region ? bus (%),Transport Dashboard - Public Transport: Public transport farebox recovery rates by region ? bus (%) from 2000/01 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt012-public-transport-farebox-recovery-rates/pt014-public-transport-farebox-recovery-rates-by-region-bus,https://creativecommons.org/licenses/by/4.0,"bus, public transport, transport costs",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt012-public-transport-farebox-recovery-rates/pt014-public-transport-farebox-recovery-rates-by-region-bus,Annual,transport,https://public.tableau.com/views/PublicTransport_1/PT014-Publictransportfareboxrecoveriesbyregion-bus?:embed=y&:tabs=n&:display_count=n&:origin=viz_share_link,PT014 Public transport farebox recovery rates by region ? bus (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT015 Public transport farebox recovery rates by region ? ferry (%),Transport Dashboard - Public Transport: Public transport farebox recovery rates by region ? ferry (%) from 2000/01 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt012-public-transport-farebox-recovery-rates/pt015-public-transport-farebox-recovery-rates-by-region-ferry,https://creativecommons.org/licenses/by/4.0,"ferry, public transport, transport costs",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt012-public-transport-farebox-recovery-rates/pt015-public-transport-farebox-recovery-rates-by-region-ferry,Annual,transport,https://public.tableau.com/views/PublicTransport_1/PT015-Publictransportfareboxrecoveriesbyregion-ferry?:embed=y&:tabs=n&:display_count=n&:origin=viz_share_link,PT015 Public transport farebox recovery rates by region ? ferry (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT016 Public transport farebox recovery rates by region ? rail (%),Transport Dashboard - Public Transport: Public transport farebox recovery rates by region ? rail (%) from 2000/01 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt012-public-transport-farebox-recovery-rates/pt016-public-transport-farebox-recovery-rates-by-region-rail,https://creativecommons.org/licenses/by/4.0,"public transport, rail, transport costs",,12-09-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt012-public-transport-farebox-recovery-rates/pt016-public-transport-farebox-recovery-rates-by-region-rail,Annual,transport,https://public.tableau.com/shared/9CZGH9GYX?:display_count=n&:origin=viz_share_link&:embed=y,PT016 Public transport farebox recovery rates by region ? rail (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PT018 - Consumers price indices for road, rail, and sea passenger services  ","Transport Dashboard - Public Transport: Consumers price indices for road, rail, and sea passenger services  from 2000 onwards",https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt018-consumers-price-indices-for-road-rail-and-sea-passenger-services,https://creativecommons.org/licenses/by/4.0,"bus, ferry, public transport, rail, transport costs",,13-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/3-public-transport/pt018-consumers-price-indices-for-road-rail-and-sea-passenger-services,Annual,transport,https://public.tableau.com/views/PublicTransport_1/PT018-Consumerspriceindicesforroadrailandseapassengerservices?:embed=y&:tabs=n&:display_count=n&:origin=viz_share_link,"PT018 - Consumers price indices for road, rail, and sea passenger services  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walking and Cycling,Transport Dashboard - landing page for dashboards under walking and cycling,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/,https://creativecommons.org/licenses/by/4.0,"cycling, walking",,08-03-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/,,transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE003 Walking and cycling trip legs (million trip legs per year),Transport Dashboard - Walking & Cycling: Walking and cycling trip legs (million trip legs per year) covering 1997/98 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/,https://creativecommons.org/licenses/by/4.0,"cycling, walking",,12-02-2018,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE003-Walkingandcyclingtripsallagesmilliontripsperyear?:embed=y&:display_count=n&:origin=viz_share_link,AE003 Walking and cycling trip legs (million trip legs per year),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AE002 Walking and cycling trip legs, age 5 and over (million per year)  ","Transport Dashboard - Walking & Cycling: Walking and cycling trip legs, age 5 and over (million per year)  covering 1989/90 to the latest travel survey",https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/ae002-walking-and-cycling-trip-legs-age-5-and-over-million-per-year,https://creativecommons.org/licenses/by/4.0,"cycling, walking",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/ae002-walking-and-cycling-trip-legs-age-5-and-over-million-per-year,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE002-Walkingandcyclingtriplegsage5andovermillionperyear?:embed=y&:display_count=n&:origin=viz_share_link,"AE002 Walking and cycling trip legs, age 5 and over (million per year)  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AE004 Walking and cycling share of all trips by main urban area, aged 5 and over (%)  ","Transport Dashboard - Walking & Cycling: Walking and cycling share of all trips by main urban area, aged 5 and over (%)  covering 2004/08 to the latest travel survey",https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/ae004-walking-and-cycling-share-of-all-trips-by-main-urban-area-aged-5-and-over,https://creativecommons.org/licenses/by/4.0,"cycling, walking",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/ae004-walking-and-cycling-share-of-all-trips-by-main-urban-area-aged-5-and-over,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE004-Walkingandcyclingshareofalltripsbymainurbanareaaged5andover?:embed=y&:display_count=n&:origin=viz_share_link,"AE004 Walking and cycling share of all trips by main urban area, aged 5 and over (%)  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AE005 Distance walked and cycled on road in main and secondary urban areas by region, aged 5 and over (million km per year)  ","Transport Dashboard - Walking & Cycling: Distance walked and cycled on road in main and secondary urban areas by region, aged 5 and over (million km per year)  covering 2003/07 to the latest travel survey",https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/ae005-distance-walked-and-cycled-on-road-in-main-and-secondary-urban-areas-by-region-aged-5-and-over-million-km-per-year,https://creativecommons.org/licenses/by/4.0,"cycling, walking",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae003-walking-and-cycling-trip-legs-million-trip-legs-per-year/ae005-distance-walked-and-cycled-on-road-in-main-and-secondary-urban-areas-by-region-aged-5-and-over-million-km-per-year,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE005-Distancewalkedandcycledonroadinmainandsecondaryurbanareasbyregionaged5andovermillionkmperyear?:embed=y&:display_count=n&:origin=viz_share_link,"AE005 Distance walked and cycled on road in main and secondary urban areas by region, aged 5 and over (million km per year)  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE006 Cycling trip legs by region (million trip legs per year),Transport Dashboard - Walking & Cycling: Cycling trip legs by region (million trip legs per year)  covering 2003/07 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE006-Cyclingtriplegsbyregionmilliontriplegsperyear?:embed=y&:display_count=n&:origin=viz_share_link,AE006 Cycling trip legs by region (million trip legs per year),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE007 Cycle use in last year - 2011/14 (%),Transport Dashboard - Walking & Cycling: Cycle use in last year - for the latest travel survey (%),https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae007-cycle-use-in-last-year-201114,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae007-cycle-use-in-last-year-201114,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE007-Cycleuseinlastyear-201114?:embed=y&:display_count=n&:origin=viz_share_link,AE007 Cycle use in last year - 2011/14 (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE008 Journeys to school by cycling (%),Transport Dashboard - Walking & Cycling: Journeys to school by cycling (%)  covering 1989/90 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae008-journeys-to-school-by-cycling,https://creativecommons.org/licenses/by/4.0,"cycling, schools",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae008-journeys-to-school-by-cycling,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE008-Journeystoschoolbycycling?:embed=y&:display_count=n&:origin=viz_share_link,AE008 Journeys to school by cycling (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE009 Cycling share of trip chains less than 5 km by region (%),Transport Dashboard - Walking & Cycling: Cycling share of trip chains less than 5 km by region (%)  covering 2003/07 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae009-cycling-share-of-trip-chains-less-than-5-km-by-region,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae009-cycling-share-of-trip-chains-less-than-5-km-by-region,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE009-Cyclingshareoftripchainslessthan5kmbyregion?:embed=y&:display_count=n&:origin=viz_share_link,AE009 Cycling share of trip chains less than 5 km by region (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE010 Time cycled per day by those who cycle - 2011/14 (%),Transport Dashboard - Walking & Cycling: Time cycled per day by those who cycle - for the latest travel survey (%),https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae010-time-cycled-per-day-by-those-who-cycle-201114,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae010-time-cycled-per-day-by-those-who-cycle-201114,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE010-Timecycledperdaybythosewhocycle-201114?:embed=y&:display_count=n&:origin=viz_share_link,AE010 Time cycled per day by those who cycle - 2011/14 (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE011 Time spent cycling by purpose by age group - 2011/14 (%),Transport Dashboard - Walking & Cycling: Time spent cycling by purpose by age group - for the latest travel survey (%),https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae011-time-spent-cycling-by-purpose-by-age-group-201114,https://creativecommons.org/licenses/by/4.0,"cycling, purpose",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae011-time-spent-cycling-by-purpose-by-age-group-201114,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE011-Timespentcyclingbypurposebyagegroup-201114?:embed=y&:display_count=n&:origin=viz_share_link,AE011 Time spent cycling by purpose by age group - 2011/14 (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AE012 Distance cycled by region, aged 5 and over (million km per year)  ","Transport Dashboard - Walking & Cycling: Distance cycled by region, aged 5 and over (million km per year) covering 2003/07 to the latest travel survey",https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae012-distance-cycled-by-region-aged-5-and-over-million-km-per-year,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae012-distance-cycled-by-region-aged-5-and-over-million-km-per-year,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE012-Distancecycledbyregionaged5andovermillionkmperyear?:embed=y&:display_count=n&:origin=viz_share_link,"AE012 Distance cycled by region, aged 5 and over (million km per year)  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AE013 Distance cycled per person by region, aged 5 and over (km per year)  ","Transport Dashboard - Walking & Cycling: Distance cycled per person by region, aged 5 and over (km per year)  covering 2005/09 to the latest travel survey",https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae013-distance-cycled-by-person-by-region-aged-5-and-over-km-per-year,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae013-distance-cycled-by-person-by-region-aged-5-and-over-km-per-year,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE013-Distancecycledperpersonbyregionaged5andoverkmperyear?:embed=y&:display_count=n&:origin=viz_share_link,"AE013 Distance cycled per person by region, aged 5 and over (km per year)  ",From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE014 Distance cycled per day by those who cycle - 2011/14 (%),Transport Dashboard - Walking & Cycling: Distance cycled per day by those who cycle - for the latest travel survey (%),https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae014-distance-cycled-per-day-by-those-who-cycle-201114,https://creativecommons.org/licenses/by/4.0,cycling,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae006-cycling-trip-legs-by-region-million-trip-legs-per-year/ae014-distance-cycled-per-day-by-those-who-cycle-201114,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE014-Distancecycledperdaybythosewhocycle-201114?:embed=y&:display_count=n&:origin=viz_share_link,AE014 Distance cycled per day by those who cycle - 2011/14 (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE016 Walking trip legs by region (million trip legs per year),Transport Dashboard - Walking & Cycling: Walking trip legs by region (million trip legs per year) covering 2003/07 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year,https://creativecommons.org/licenses/by/4.0,walking,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE016-Walkingtriplegsbyregionmilliontriplegsperyear?:embed=y&:display_count=n&:origin=viz_share_link,AE016 Walking trip legs by region (million trip legs per year),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE017 Walking share of trip chains less than 2 km by region (%),Transport Dashboard - Walking & Cycling: Walking share of trip chains less than 2 km by region (%) covering 2003/07 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year/ae017-walking-share-of-trip-chains-less-than-2-km-by-region,https://creativecommons.org/licenses/by/4.0,walking,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year/ae017-walking-share-of-trip-chains-less-than-2-km-by-region,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE017-Walkingshareoftripchainslessthan2kmbyregion?:embed=y&:display_count=n&:origin=viz_share_link,AE017 Walking share of trip chains less than 2 km by region (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE018 Time spent walking by region (million hours per year),Transport Dashboard - Walking & Cycling: Time spent walking by region (million hours per year) covering 2003/07 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year/ae018-time-spent-walking-by-region-million-hours-per-year,https://creativecommons.org/licenses/by/4.0,walking,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year/ae018-time-spent-walking-by-region-million-hours-per-year,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE018-Timespentwalkingbyregionmillionhoursperyear?:embed=y&:display_count=n&:origin=viz_share_link,AE018 Time spent walking by region (million hours per year),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE019 Time spent walking per person by region (hours per year),Transport Dashboard - Walking & Cycling: Time spent walking per person by region (hours per year)  covering 2003/07 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year/ae019-time-spent-walking-per-person-by-region-hours-per-year,https://creativecommons.org/licenses/by/4.0,walking,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae016-walking-trip-legs-by-region-million-trip-legs-per-year/ae019-time-spent-walking-per-person-by-region-hours-per-year,Annual,transport,https://public.tableau.com/shared/B9BG3JJF4?:display_count=n&:origin=viz_share_link&:embed=y,AE019 Time spent walking per person by region (hours per year),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE015 Households with a bicycle in working order by region (%),Transport Dashboard - Walking & Cycling:  Households with a bicycle in working order by region (%) covering 2003/07 to the latest travel survey,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae015-households-with-a-bicycle-in-working-order-by-region,https://creativecommons.org/licenses/by/4.0,bicycles,,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae015-households-with-a-bicycle-in-working-order-by-region,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE015-Householdswithabicycleinworkingorderbyregion?:embed=y&:display_count=n&:origin=viz_share_link,AE015 Households with a bicycle in working order by region (%),From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AE030 Length of Urban and Rural Cycleways,Transport Dashboard - Walking & Cycling: Length of Urban and Rural Cycleways from 2007/08 onwards,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae030-length-of-urban-and-rural-cycleways-2,https://creativecommons.org/licenses/by/4.0,"cycling, walking",,12-02-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/transport-dashboard/4-walking-and-cycling/ae030-length-of-urban-and-rural-cycleways-2,Annual,transport,https://public.tableau.com/views/ActiveModes_0/AE030-LengthofUrbanandRuralCycleways?:embed=y&:display_count=n&:origin=viz_share_link,AE030 Length of Urban and Rural Cycleways,From the Transport Outlook: Current State Dashboard,"TWBX, TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
